UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10003010,HENLEY COLLEGE COVENTRY,Other Level 3,x,x,x,100,90,third quintile,.,.,.,x,x,x,.,.,.,10,90,top quintile
10003010,HENLEY COLLEGE COVENTRY,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,40,93,third quintile,.,.,.,20,100,top quintile,.,.,.,40,89,second quintile
10003010,HENLEY COLLEGE COVENTRY,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,10,85,bottom quintile,.,.,.,10,80,bottom quintile,.,.,.,x,x,x
10003010,HENLEY COLLEGE COVENTRY,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,10,93,fourth quintile,.,.,.,10,83,bottom quintile,.,.,.,10,100,top quintile
10003010,HENLEY COLLEGE COVENTRY,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,10,100,top quintile,.,.,.,10,100,top quintile,.,.,.,20,88,second quintile
10003010,HENLEY COLLEGE COVENTRY,"Full Level 2: Business, Administration and Law",x,x,x,50,94,top quintile,.,.,.,x,x,x,.,.,.,.,.,.
10003010,HENLEY COLLEGE COVENTRY,"Full Level 2: Health, Public Services and Care",x,x,x,160,94,top quintile,.,.,.,x,x,x,x,x,x,x,x,x
10003010,HENLEY COLLEGE COVENTRY,Full Level 2: Information and Communication Technology,x,x,x,10,58,bottom quintile,x,x,x,x,x,x,.,.,.,x,x,x
10003010,HENLEY COLLEGE COVENTRY,"Full Level 2: Languages, Literature and Culture",.,.,.,.,.,.,x,x,x,20,90,fourth quintile,x,x,x,10,58,bottom quintile
10003010,HENLEY COLLEGE COVENTRY,"Full Level 2: Leisure, Travel and Tourism",.,.,.,10,93,top quintile,.,.,.,10,100,top quintile,.,.,.,x,x,x
10003010,HENLEY COLLEGE COVENTRY,Full Level 2: Preparation for Life and Work,x,x,x,20,71,bottom quintile,x,x,x,x,x,x,.,.,.,.,.,.
10003010,HENLEY COLLEGE COVENTRY,Full Level 2: Retail and Commercial Enterprise,x,x,x,30,52,bottom quintile,x,x,x,40,79,fourth quintile,x,x,x,30,62,bottom quintile
10003010,HENLEY COLLEGE COVENTRY,Full Level 2: Science and Mathematics,.,.,.,x,x,x,.,.,.,10,67,bottom quintile,x,x,x,20,100,top quintile
10003010,HENLEY COLLEGE COVENTRY,English & Maths,40,81,top quintile,250,82,fourth quintile,20,67,top quintile,180,85,top quintile,30,85,top quintile,250,86,top quintile
10003010,HENLEY COLLEGE COVENTRY,English for Speakers of Other Languages (ESOL),130,70,top quintile,290,75,fourth quintile,40,73,top quintile,220,62,second quintile,x,x,x,30,42,bottom quintile
10003010,HENLEY COLLEGE COVENTRY,Other provision below Full Level 2,400,59,top quintile,170,65,bottom quintile,350,64,top quintile,220,72,second quintile,260,63,top quintile,140,66,second quintile
10012814,HENSHAW'S COLLEGE,LLDD learner,.,.,.,20,41,bottom quintile,.,.,.,10,23,bottom quintile,.,.,.,20,56,bottom quintile
10003019,HERBERT OF LIVERPOOL (TRAINING) LTD,LLDD learner,.,.,.,10,92,top quintile,.,.,.,20,80,top quintile,.,.,.,.,.,.
10003019,HERBERT OF LIVERPOOL (TRAINING) LTD,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,x,x,x,.,.,.,20,100,top quintile,.,.,.,.,.,.
10003019,HERBERT OF LIVERPOOL (TRAINING) LTD,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,20,76,bottom quintile,.,.,.,20,83,bottom quintile,.,.,.,.,.,.
10003019,HERBERT OF LIVERPOOL (TRAINING) LTD,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,40,84,bottom quintile,x,x,x,50,78,bottom quintile,.,.,.,.,.,.
10003022,HEREFORD COLLEGE OF ARTS,LLDD learner,.,.,.,40,77,top quintile,.,.,.,40,68,third quintile,.,.,.,30,59,second quintile
10003022,HEREFORD COLLEGE OF ARTS,"Full Level 3+: Arts, Media and Publishing",.,.,.,20,95,top quintile,.,.,.,20,86,fourth quintile,.,.,.,20,75,second quintile
10003021,HEREFORD SIXTH FORM COLLEGE,LLDD learner,.,.,.,20,76,top quintile,.,.,.,20,71,fourth quintile,x,x,x,20,80,top quintile
10003021,HEREFORD SIXTH FORM COLLEGE,Full Level 3+: Science and Mathematics,.,.,.,10,77,bottom quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,LLDD learner,20,42,second quintile,340,70,fourth quintile,x,x,x,250,84,top quintile,20,44,third quintile,300,80,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Advanced and Higher Apprenticeships: Agriculture, Horticulture and Animal Care",.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,20,82,second quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,10,91,bottom quintile,.,.,.,x,x,x,.,.,.,20,96,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,10,85,bottom quintile,x,x,x,20,93,top quintile,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,94,fourth quintile,.,.,.,30,96,top quintile,.,.,.,50,94,fourth quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,20,94,fourth quintile,.,.,.,60,97,top quintile,.,.,.,70,95,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,.,.,.,x,x,x,x,x,x,10,91,third quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 3+: Agriculture, Horticulture and Animal Care",.,.,.,20,71,bottom quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,40,81,bottom quintile,x,x,x,30,85,second quintile,x,x,x,20,100,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 3+: Construction, Planning and the Built Environment",.,.,.,20,93,top quintile,.,.,.,10,90,top quintile,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 3+: Education and Training,.,.,.,x,x,x,x,x,x,10,100,top quintile,.,.,.,20,87,third quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 3+: Engineering and Manufacturing Technologies,x,x,x,30,87,third quintile,.,.,.,30,90,third quintile,.,.,.,30,76,second quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,70,90,fourth quintile,x,x,x,60,91,fourth quintile,.,.,.,20,83,third quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",x,x,x,10,90,fourth quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 3+: Retail and Commercial Enterprise,.,.,.,20,86,top quintile,.,.,.,20,65,second quintile,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Access to HE,x,x,x,30,100,top quintile,x,x,x,20,91,third quintile,.,.,.,30,97,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Other Level 3,.,.,.,140,94,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Intermediate Apprenticeships: Agriculture, Horticulture and Animal Care",x,x,x,x,x,x,.,.,.,20,100,top quintile,.,.,.,10,58,bottom quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,10,100,top quintile,.,.,.,10,93,third quintile,x,x,x,30,97,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,10,100,top quintile,.,.,.,20,95,top quintile,.,.,.,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,88,bottom quintile,.,.,.,40,98,top quintile,.,.,.,30,88,bottom quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,x,x,x,.,.,.,10,85,bottom quintile,.,.,.,20,94,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,20,94,top quintile,.,.,.,10,86,bottom quintile,.,.,.,30,90,fourth quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Arts, Media and Publishing",.,.,.,20,95,top quintile,.,.,.,20,80,third quintile,.,.,.,30,81,third quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Business, Administration and Law",x,x,x,20,95,top quintile,.,.,.,40,85,second quintile,x,x,x,60,91,fourth quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,40,91,top quintile,.,.,.,20,90,top quintile,x,x,x,20,67,second quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 2: Education and Training,x,x,x,40,92,top quintile,.,.,.,30,84,third quintile,.,.,.,40,87,fourth quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,40,94,top quintile,x,x,x,30,79,second quintile,.,.,.,40,83,third quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Health, Public Services and Care",x,x,x,740,95,top quintile,x,x,x,620,96,top quintile,20,76,top quintile,1320,93,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Languages, Literature and Culture",.,.,.,x,x,x,.,.,.,.,.,.,x,x,x,10,100,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,"Full Level 2: Leisure, Travel and Tourism",x,x,x,40,95,top quintile,.,.,.,.,.,.,x,x,x,x,x,x
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 2: Preparation for Life and Work,x,x,x,100,94,top quintile,.,.,.,30,94,top quintile,x,x,x,60,90,second quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,30,75,second quintile,.,.,.,30,75,third quintile,x,x,x,30,89,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Full Level 2: Science and Mathematics,.,.,.,20,81,bottom quintile,.,.,.,30,85,bottom quintile,.,.,.,70,96,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,English & Maths,10,60,fourth quintile,280,86,top quintile,x,x,x,280,90,top quintile,x,x,x,320,90,top quintile
10003023,HEREFORDSHIRE AND LUDLOW COLLEGE,Other provision below Full Level 2,10,77,top quintile,70,85,top quintile,x,x,x,380,93,top quintile,70,25,bottom quintile,130,84,top quintile
10003025,HEREFORDSHIRE COUNCIL,LLDD learner,10,60,top quintile,30,66,third quintile,20,44,second quintile,70,37,bottom quintile,20,25,bottom quintile,50,50,bottom quintile
10003025,HEREFORDSHIRE COUNCIL,"Full Level 2: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,10,60,bottom quintile
10003025,HEREFORDSHIRE COUNCIL,English & Maths,x,x,x,30,84,fourth quintile,x,x,x,40,80,fourth quintile,x,x,x,50,69,bottom quintile
10003025,HEREFORDSHIRE COUNCIL,Other provision below Full Level 2,10,62,top quintile,30,41,bottom quintile,20,74,top quintile,30,59,bottom quintile,20,50,third quintile,20,55,bottom quintile
10003026,HEREFORDSHIRE GROUP TRAINING ASSOCIATION LIMITED,LLDD learner,x,x,x,10,91,top quintile,.,.,.,x,x,x,.,.,.,20,81,top quintile
10003026,HEREFORDSHIRE GROUP TRAINING ASSOCIATION LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,70,92,second quintile,.,.,.,40,95,fourth quintile,.,.,.,70,86,bottom quintile
10003026,HEREFORDSHIRE GROUP TRAINING ASSOCIATION LIMITED,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,50,91,second quintile,.,.,.,60,100,top quintile,.,.,.,60,98,top quintile
10003026,HEREFORDSHIRE GROUP TRAINING ASSOCIATION LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,90,95,top quintile,x,x,x,70,94,fourth quintile,x,x,x,70,84,bottom quintile
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,LLDD learner,x,x,x,140,65,third quintile,x,x,x,140,75,fourth quintile,x,x,x,160,71,third quintile
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,Other Level 3,.,.,.,20,100,top quintile,.,.,.,10,92,top quintile,.,.,.,.,.,.
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,20,94,fourth quintile,.,.,.,20,89,bottom quintile,.,.,.,10,100,top quintile
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,"Full Level 2: Health, Public Services and Care",x,x,x,70,96,top quintile,.,.,.,40,95,top quintile,.,.,.,100,96,top quintile
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,English & Maths,x,x,x,10,46,bottom quintile,.,.,.,x,x,x,.,.,.,.,.,.
10003029,HEREWARD COLLEGE OF FURTHER EDUCATION,Other provision below Full Level 2,x,x,x,30,41,bottom quintile,.,.,.,30,94,top quintile,.,.,.,20,95,top quintile
10003035,HERTFORD REGIONAL COLLEGE,LLDD learner,20,50,fourth quintile,190,73,fourth quintile,20,50,fourth quintile,210,79,top quintile,40,43,third quintile,200,73,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,10,83,bottom quintile,.,.,.,20,88,bottom quintile,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Advanced and Higher Apprenticeships: Education and Training,.,.,.,x,x,x,x,x,x,10,100,top quintile,.,.,.,10,91,second quintile
10003035,HERTFORD REGIONAL COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,30,84,bottom quintile,.,.,.,40,95,fourth quintile,.,.,.,40,86,bottom quintile
10003035,HERTFORD REGIONAL COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,10,100,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,x,x,x,.,.,.,10,100,top quintile,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 3+: Arts, Media and Publishing",x,x,x,30,81,second quintile,x,x,x,20,82,second quintile,.,.,.,20,71,bottom quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,50,87,second quintile,x,x,x,40,86,second quintile,x,x,x,20,83,second quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 3+: Construction, Planning and the Built Environment",.,.,.,30,70,bottom quintile,x,x,x,30,86,fourth quintile,.,.,.,10,91,top quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 3+: Education and Training,.,.,.,10,100,top quintile,.,.,.,10,100,top quintile,x,x,x,40,97,top quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,60,91,fourth quintile,x,x,x,60,95,top quintile,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Full Level 3+: Information and Communication Technology,.,.,.,10,83,third quintile,x,x,x,20,74,second quintile,x,x,x,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Full Level 3+: Retail and Commercial Enterprise,x,x,x,40,83,top quintile,x,x,x,20,67,second quintile,.,.,.,10,58,bottom quintile
10003035,HERTFORD REGIONAL COLLEGE,Access to HE,x,x,x,30,85,bottom quintile,x,x,x,30,90,second quintile,x,x,x,30,96,top quintile
10003035,HERTFORD REGIONAL COLLEGE,Other Level 3,.,.,.,10,93,fourth quintile,.,.,.,10,93,top quintile,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,40,98,top quintile,x,x,x,30,93,third quintile,.,.,.,30,90,second quintile
10003035,HERTFORD REGIONAL COLLEGE,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,x,x,x,10,75,bottom quintile,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,10,83,bottom quintile,.,.,.,20,93,second quintile,.,.,.,20,94,third quintile
10003035,HERTFORD REGIONAL COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,20,86,bottom quintile,x,x,x,x,x,x,.,.,.,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,x,x,x,30,93,fourth quintile,.,.,.,20,81,bottom quintile,.,.,.,10,69,bottom quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 2: Business, Administration and Law",80,72,top quintile,540,86,third quintile,20,75,top quintile,290,85,second quintile,30,64,fourth quintile,220,88,third quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,120,41,bottom quintile,x,x,x,110,58,bottom quintile,x,x,x,50,79,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Education and Training,x,x,x,50,88,fourth quintile,x,x,x,20,78,second quintile,x,x,x,30,90,top quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,x,x,x,x,x,x,170,89,fourth quintile,x,x,x,70,87,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 2: Health, Public Services and Care",.,.,.,30,93,fourth quintile,x,x,x,20,92,third quintile,x,x,x,410,92,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Information and Communication Technology,20,74,top quintile,210,86,fourth quintile,20,74,top quintile,320,82,fourth quintile,x,x,x,70,88,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,"Full Level 2: Languages, Literature and Culture",.,.,.,20,75,bottom quintile,x,x,x,30,72,bottom quintile,x,x,x,20,100,top quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Preparation for Life and Work,30,81,top quintile,200,90,third quintile,20,82,top quintile,140,89,third quintile,x,x,x,50,87,second quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,70,88,top quintile,x,x,x,80,80,fourth quintile,x,x,x,40,69,second quintile
10003035,HERTFORD REGIONAL COLLEGE,Full Level 2: Science and Mathematics,x,x,x,40,97,top quintile,x,x,x,50,91,fourth quintile,.,.,.,60,89,fourth quintile
10003035,HERTFORD REGIONAL COLLEGE,English & Maths,x,x,x,40,86,top quintile,x,x,x,50,93,top quintile,x,x,x,50,77,third quintile
10003035,HERTFORD REGIONAL COLLEGE,English for Speakers of Other Languages (ESOL),x,x,x,90,75,fourth quintile,x,x,x,90,83,top quintile,x,x,x,x,x,x
10003035,HERTFORD REGIONAL COLLEGE,Other provision below Full Level 2,30,52,third quintile,230,37,bottom quintile,30,64,top quintile,130,55,bottom quintile,50,56,fourth quintile,140,60,bottom quintile
10003039,HERTFORDSHIRE COUNTY COUNCIL,LLDD learner,190,50,fourth quintile,90,49,bottom quintile,170,48,fourth quintile,120,51,bottom quintile,70,32,bottom quintile,160,67,third quintile
10003039,HERTFORDSHIRE COUNTY COUNCIL,Other Level 3,20,60,bottom quintile,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003039,HERTFORDSHIRE COUNTY COUNCIL,"Full Level 2: Business, Administration and Law",10,73,top quintile,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003039,HERTFORDSHIRE COUNTY COUNCIL,Traineeships,.,.,.,.,.,.,x,x,x,10,40,bottom quintile,x,x,x,x,x,x
10003039,HERTFORDSHIRE COUNTY COUNCIL,English & Maths,x,x,x,250,59,bottom quintile,x,x,x,230,60,bottom quintile,x,x,x,220,59,bottom quintile
10003039,HERTFORDSHIRE COUNTY COUNCIL,English for Speakers of Other Languages (ESOL),10,50,second quintile,50,55,bottom quintile,x,x,x,10,58,bottom quintile,x,x,x,x,x,x
10003039,HERTFORDSHIRE COUNTY COUNCIL,Other provision below Full Level 2,710,62,top quintile,230,70,second quintile,460,56,fourth quintile,110,69,second quintile,210,54,third quintile,100,70,second quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,LLDD learner,160,48,fourth quintile,440,56,bottom quintile,90,43,second quintile,410,62,second quintile,120,48,fourth quintile,580,58,second quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,10,80,bottom quintile,x,x,x,x,x,x,.,.,.,10,100,top quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,100,top quintile,.,.,.,50,93,third quintile,.,.,.,20,83,bottom quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,Advanced and Higher Apprenticeships: Information and Communication Technology,10,50,bottom quintile,30,92,third quintile,x,x,x,70,94,fourth quintile,x,x,x,40,87,bottom quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,"Full Level 3+: Agriculture, Horticulture and Animal Care",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,73,bottom quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,"Full Level 3+: Arts, Media and Publishing",x,x,x,40,88,fourth quintile,x,x,x,40,91,top quintile,.,.,.,30,79,second quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,"Full Level 3+: Business, Administration and Law",x,x,x,30,90,third quintile,.,.,.,30,93,fourth quintile,.,.,.,30,88,third quintile
10007945,HIGHBURY COLLEGE PORTSMOUTH,"Full Level 3+: Construction, Planning and the Built Environment",x,x,x,40,92,top quintile,.,.,.,30,96,top quintile,x,x,x,20,75,third quintile
